Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
On Site QA,,,,,
,Scope,,,On Site QA,
,Rows,,,,
,,Level Ground,dynamic,Level Ground,On Site QA
,,Level 1,dynamic,Level 1,On Site QA
,,Level 2,dynamic,Level 2,On Site QA
,,Level 3,dynamic,Level 3,On Site QA
,,Level 4,dynamic,Level 4,On Site QA
,,Level 5,dynamic,Level 5,On Site QA
,,Level 6,dynamic,Level 6,On Site QA
,,Level 7,dynamic,Level 7,On Site QA
,Columns,,,,
,,Bolts/Screws tight,,Bolts/Screws tight,
,,Balustrade plumb,,Balustrade plumb,
,,Handrail straight ,,Handrail straight ,
,,Scratches touched up,,Scratches touched up,
,,Balustrade installed with no more than 100mm gap between cladding,,Balustrade installed with no more than 100mm gap between cladding,
,,"Balustrade installation complete, checked & reviewed",,"Balustrade installation complete, checked and reviewed",
