Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Balustrade Overall Progress,,,,,
,Scope,,,On Site QA,
,Rows,,,,
,,Block A - Level Ground,dynamic,Level Ground,Block A
,,Block A - Level 1,dynamic,Level 1,Block A
,,Block A - Level 2,dynamic,Level 2,Block A
,,Block B - Level Ground,dynamic,Level Ground,Block B
,,Block B - Level 1,dynamic,Level 1,Block B
,,Block B - Level 2,dynamic,Level 2,Block B
,,Block C - Level Ground,dynamic,Level Ground,Block C
,,Block C - Level 1,dynamic,Level 1,Block C
,,Block C - Level 2,dynamic,Level 2,Block C
,Columns,,,,
,,Bolts/Screws tight,,bolts/screws tight,
,,Balustrade plumb,,balustrade plumb,
,,Handrail straight,,handrail straight,
,,Scratches touched up,,scratches touched up,
,,Balustrade installed with no more than 100mm gap between cladding,,balustrade installed with no more than 100mm gap between cladding,
,,"Balustrade installation complete, checked and reviewed",,"balustrade installation complete, checked and reviewed",
,,,,,
Stairs Overall Progress,,,,,
,Scope,,,On Site QA,
,Rows,,,,
,,Block A,grouping,Block A,
,,Stair 1,,Stair 1,Block A
,,Stair 2,,Stair 2,Block A
,,Stair 3,,Stair 3,Block A
,,Block B,grouping,Block B,
,,Stair B,,Stair B,Block B
,,Block C,grouping,Block C,
,,Stair C,,Stair C,Block C
,Columns,,,,
,,Bolts/Screws tight,,bolts/screws tight,
,,Balustrade plumb,,balustrade plumb,
,,Handrail straight,,handrail straight,
,,Scratches touched up,,scratches touched up,
,,Balustrade installed with no more than 100mm gap between cladding,,balustrade installed with no more than 100mm gap between cladding,
,,"Balustrade installation complete, checked and reviewed",,"balustrade installation complete, checked and reviewed",
